,Observation ID,Camera,Exposure Identifier,Exposure Time,l,b,Target,Target Type
634,0744050101,PN,S001,90.1,321.5,15.0,2XMMJ143242.1-440939,ULTRA-LUMINOUS X-RAY SOURCE (ULX)
635,0722270101,MOS2,S002,47.5,341.1,27.7,NGC5903,GROUP OF GALAXIES
636,0722270101,PN,S003,40.5,341.1,27.7,NGC5903,GROUP OF GALAXIES
637,0413390201,MOS1,S001,18.1,340.8,-2.5,XTE J1701-462,HMXRB BE STAR BLACK HOLE
638,0413390201,PN,S003,9.2,340.8,-2.5,XTE J1701-462,HMXRB BE STAR BLACK HOLE
639,0303900501,MOS1,S002,9.0,338.6,11.9,RU Lup,T TAURI STAR
640,0303900501,MOS2,S004,11.5,338.6,11.9,RU Lup,T TAURI STAR
641,0303900501,PN,S003,5.7,338.6,11.9,RU Lup,T TAURI STAR
642,0410180501,MOS2,S003,46.5,19.8,10.4,RS Oph,CV RECURRENT NOVA
643,0405640901,MOS1,S001,11.4,351.5,-0.4,IGR J17252-3616,HMXRB SUPERGIANT X-RAY PULSAR ECLIPSING
644,0654190201,MOS1,S002,19.8,336.7,0.4,IGR J16328-4726,UNIDENTIFIED
645,0654190201,PN,U002,12.1,336.7,0.4,IGR J16328-4726,UNIDENTIFIED
646,0692950101,MOS1,S001,50.5,31.0,-0.0,HESS J1848-018,SNR SHELL
647,0692950101,MOS2,S002,51.0,31.0,-0.0,HESS J1848-018,SNR SHELL
648,0109490601,MOS1,S001,31.6,343.5,1.2,HD 152248,STAR O7I
649,0109490601,MOS2,S002,31.8,343.5,1.2,HD 152248,STAR O7I
650,0109490601,PN,S003,26.0,343.5,1.2,HD 152248,STAR O7I
651,0306700201,PN,S003,5.0,8.6,-4.9,G8.7-5.0W,SNR SHELL
652,0748590134,MOS1,S001,6.1,355.3,-2.0,C2013 A1,COMET
653,0748590134,PN,S003,5.0,355.3,-2.0,C2013 A1,COMET
654,0204270101,MOS1,S001,4.3,326.1,-1.8,MSH15-56 SW,SNR
655,0204270101,MOS1,U002,16.9,326.1,-1.8,MSH15-56 SW,SNR
656,0204270101,MOS2,S002,4.4,326.1,-1.8,MSH15-56 SW,SNR
657,0204270101,MOS2,U002,18.4,326.1,-1.8,MSH15-56 SW,SNR
658,0204270101,PN,U002,2.1,326.1,-1.8,MSH15-56 SW,SNR
659,0204270101,PN,U015,13.8,326.1,-1.8,MSH15-56 SW,SNR
660,0109490201,MOS1,S001,18.3,343.5,1.2,HD 152248,STAR O7I
661,0109490201,MOS2,S007,18.5,343.5,1.2,HD 152248,STAR O7I
662,0109490201,PN,S002,14.4,343.5,1.2,HD 152248,STAR O7I
663,0505920101,PN,S003,29.6,36.0,0.1,PSR J1856+0245,RADIO PULSAR
664,0200360201,MOS2,S003,31.1,355.3,-31.9,PKS 2004-447,SEYFERT RADIO LOUD/STEEP SPECT TYPE 1
665,0109490101,MOS1,S001,31.2,343.5,1.2,HD 152248,STAR O7I
666,0109490101,MOS2,S006,31.6,343.5,1.2,HD 152248,STAR O7I
667,0109490101,PN,S002,25.1,343.5,1.2,HD 152248,STAR O7I
668,0401730301,MOS1,S001,35.9,23.0,28.9,Hercules A,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
669,0401730301,PN,S004,26.7,23.0,28.9,Hercules A,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
670,0741590101,MOS1,S001,35.2,29.9,-6.8,Swift J1910.2-0546,LMXRB BLACK HOLE SOFT TRANSIENT
671,0741590101,MOS2,S002,39.4,29.9,-6.8,Swift J1910.2-0546,LMXRB BLACK HOLE SOFT TRANSIENT
672,0741590101,PN,S003,18.3,29.9,-6.8,Swift J1910.2-0546,LMXRB BLACK HOLE SOFT TRANSIENT
673,0201550101,MOS1,S001,25.4,334.6,-11.5,GAMMA ARA,STAR B1I
674,0201550101,MOS2,S002,25.5,334.6,-11.5,GAMMA ARA,STAR B1I
675,0201550101,PN,S003,20.9,334.6,-11.5,GAMMA ARA,STAR B1I
676,0109490501,MOS1,S001,28.6,343.5,1.2,HD 152248,STAR O7I
677,0109490501,MOS2,S002,29.0,343.5,1.2,HD 152248,STAR O7I
678,0109490501,PN,S003,21.2,343.5,1.2,HD 152248,STAR O7I
679,0402820101,MOS1,S001,29.1,30.8,5.2,Southern Cluster,STAR FORMING REGION
680,0402820101,PN,S003,22.8,30.8,5.2,Southern Cluster,STAR FORMING REGION
681,0503750501,PN,S003,15.9,338.2,-26.7,ESO 141- G 055,SEYFERT
682,0722940101,MOS1,U002,22.7,340.6,6.2,2FGL J1624.1-4040,GAMMA RAY SOURCE PULSAR
683,0722940101,MOS2,U002,23.1,340.6,6.2,2FGL J1624.1-4040,GAMMA RAY SOURCE PULSAR
684,0722940101,PN,S003,20.8,340.6,6.2,2FGL J1624.1-4040,GAMMA RAY SOURCE PULSAR
685,0127720501,MOS1,S001,14.8,14.1,-11.9,V4743 Sgr,CV CLASSICAL NOVA OSCILLATIONS
686,0693320101,MOS1,S001,40.6,322.5,11.4,PSR J1446-4701,RADIO PULSAR
687,0693320101,MOS2,S002,42.9,322.5,11.4,PSR J1446-4701,RADIO PULSAR
688,0693320101,PN,S003,27.2,322.5,11.4,PSR J1446-4701,RADIO PULSAR
689,0728560201,MOS2,S002,22.5,336.7,0.4,IGR J16328-4726,HMXRB
690,0728560201,PN,S003,13.5,336.7,0.4,IGR J16328-4726,HMXRB
691,0101040501,MOS1,U002,34.1,338.2,-26.7,ESO 141-G55,SEYFERT TYPE 1
692,0761120701,MOS2,S002,29.4,343.3,-0.7,SWIFTJ17014-4306,CV INTERMEDIATE POLAR COHERENT OSCILLATIONS
693,0112490301,MOS1,S011,16.9,27.5,2.9,aqui_pos3,MOLECULAR CLOUD
694,0112490301,MOS2,S012,19.1,27.5,2.9,aqui_pos3,MOLECULAR CLOUD
695,0802080301,MOS1,S001,25.3,326.4,-1.9,MSH 15-56 (2),SNR COMPOSITE TYPE II
696,0802080301,PN,S003,8.3,326.4,-1.9,MSH 15-56 (2),SNR COMPOSITE TYPE II
697,0673170201,MOS1,S001,51.5,339.7,-25.1,NGC6753,SPIRAL GALAXY BARRED
698,0673170201,PN,S003,40.9,339.7,-25.1,NGC6753,SPIRAL GALAXY BARRED
699,0067750101,MOS1,S001,22.3,332.2,23.9,Cen X-4,LMXRB BURSTER SOFT TRANSIENT
700,0067750101,MOS2,S002,22.1,332.2,23.9,Cen X-4,LMXRB BURSTER SOFT TRANSIENT
701,0067750101,PN,U002,14.6,332.2,23.9,Cen X-4,LMXRB BURSTER SOFT TRANSIENT
702,0792380101,MOS2,S003,36.7,348.4,23.3,Mars,PLANET MARS
703,0693660401,MOS1,S001,38.2,352.1,-24.0,PLCK G352.1-24.0,CLUSTER OF GALAXIES (NON-ABELL)
704,0693660401,PN,S003,23.9,352.1,-24.0,PLCK G352.1-24.0,CLUSTER OF GALAXIES (NON-ABELL)
705,0742620101,MOS1,S001,59.3,24.9,-13.8,PSR J1926-1314,RADIO PULSAR
706,0742620101,MOS2,S002,59.3,24.9,-13.8,PSR J1926-1314,RADIO PULSAR
707,0742620101,PN,S003,40.9,24.9,-13.8,PSR J1926-1314,RADIO PULSAR
708,0720731301,MOS1,S001,28.8,21.4,1.3,PSR B1822-09,RADIO PULSAR
709,0720731301,MOS2,S002,28.2,21.4,1.3,PSR B1822-09,RADIO PULSAR
710,0742520101,PN,S003,6.2,5.7,21.2,PSR J1643-1224,RADIO PULSAR
711,0022940101,MOS1,U003,31.2,336.0,-21.3,IRAS18325-5926,UNDEFINED
712,0743660401,MOS1,S001,29.7,330.4,4.6,HIP77391,STAR O9I
713,0743660401,MOS2,S002,30.5,330.4,4.6,HIP77391,STAR O9I
714,0743660401,PN,S003,19.5,330.4,4.6,HIP77391,STAR O9I
715,0304720101,MOS1,S002,14.4,14.1,-11.9,V4743 Sgr,CV CLASSICAL NOVA OSCILLATIONS
716,0743660101,MOS2,S002,24.1,350.1,22.5,HIP78401,STAR B4IV
717,0743660101,PN,U002,13.4,350.1,22.5,HIP78401,STAR B4IV
718,0306700501,MOS1,S001,6.9,6.0,3.1,G5.9+3.1E,SNR SHELL
719,0306700501,PN,S003,3.4,6.0,3.1,G5.9+3.1E,SNR SHELL
720,0654960101,MOS1,U002,21.7,29.1,0.3,HESS J1843-033 A,UNIDENTIFIED
721,0654960101,PN,S003,17.7,29.1,0.3,HESS J1843-033 A,UNIDENTIFIED
722,0165972001,MOS1,S001,21.2,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
723,0165972001,MOS2,S002,23.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
724,0760390201,MOS1,S001,20.1,357.0,-10.6,HD 168733,STAR B8V
725,0760390201,PN,S003,16.2,357.0,-10.6,HD 168733,STAR B8V
726,0152620101,MOS2,S004,40.8,321.8,-13.1,4U 1626-67,LMXRB QPO AND PULSAR
727,0651870301,PN,S002,19.7,347.4,4.2,AK Sco,T TAURI STAR
728,0112380101,MOS2,S002,32.9,348.6,22.4,SCO-CEN PT1,OB ASSOCIATION/HII REGION
729,0203850201,PN,S003,4.1,24.3,0.1,G24.3+0.0,SNR
730,0203060201,MOS1,S001,39.3,346.2,-20.8,HD 174429,STAR K0V
731,0203060201,MOS2,S002,39.9,346.2,-20.8,HD 174429,STAR K0V
732,0694920101,PN,S003,13.1,20.2,-0.3,XGPS-25,CV
733,0720730901,MOS1,S001,23.3,21.4,1.3,PSR B1822-09,RADIO PULSAR
734,0720730901,MOS2,S002,23.6,21.4,1.3,PSR B1822-09,RADIO PULSAR
735,0165971601,MOS2,S002,30.8,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
736,0694610101,MOS1,S001,20.7,332.3,-23.6,2XMMi J184725-631724,SUPERMASSIVE BLACK HOLE
737,0694610101,PN,S003,12.5,332.3,-23.6,2XMMi J184725-631724,SUPERMASSIVE BLACK HOLE
738,0761210101,MOS1,S001,59.7,340.6,-33.7,A3667 SE relic,CLUSTER OF GALAXIES ABELL CLASS 2
739,0761210101,PN,S003,39.6,340.6,-33.7,A3667 SE relic,CLUSTER OF GALAXIES ABELL CLASS 2
740,0782170501,MOS1,S001,12.7,349.8,-5.2,2FHL J1741.2-4021,SNR
741,0741890601,MOS1,S002,25.2,28.7,7.1,NPS 6,X-RAY BACKGROUND
742,0741890601,MOS2,S007,25.6,28.7,7.1,NPS 6,X-RAY BACKGROUND
743,0741890601,PN,S001,13.2,28.7,7.1,NPS 6,X-RAY BACKGROUND
744,0144900101,MOS1,U002,34.4,332.2,23.9,Cen X-4,LMXRB BURSTER SOFT TRANSIENT
745,0144900101,MOS2,U002,34.7,332.2,23.9,Cen X-4,LMXRB BURSTER SOFT TRANSIENT
746,0200680201,MOS1,S001,7.2,343.2,-4.8,WR90,WOLF RAYET STAR WC7
747,0200680201,MOS2,S002,17.1,343.2,-4.8,WR90,WOLF RAYET STAR WC7
748,0205220101,MOS1,S001,23.6,338.6,-29.6,NGC 6810,STARBURST GALAXY BARRED
749,0205220101,MOS2,S002,24.0,338.6,-29.6,NGC 6810,STARBURST GALAXY BARRED
750,0205220101,PN,S003,16.1,338.6,-29.6,NGC 6810,STARBURST GALAXY BARRED
751,0405380201,MOS1,U002,11.7,329.6,-9.4,ESO 138-G01,SEYFERT RADIO QUIET TYPE 2
752,0720731401,MOS1,S001,19.9,21.4,1.3,PSR B1822-09,RADIO PULSAR
753,0720731401,MOS2,S002,21.2,21.4,1.3,PSR B1822-09,RADIO PULSAR
754,0146390201,MOS1,S001,17.1,360.0,-17.8,TY CrA,HERBIG AE/BE STAR
755,0146390201,MOS2,S003,17.4,360.0,-17.8,TY CrA,HERBIG AE/BE STAR
756,0146390201,PN,S005,13.9,360.0,-17.8,TY CrA,HERBIG AE/BE STAR
757,0691670101,MOS1,S001,46.7,358.5,-41.1,RXJ2059.9-4245,CLUSTER OF GALAXIES (NON-ABELL)
758,0691670101,PN,S003,26.3,358.5,-41.1,RXJ2059.9-4245,CLUSTER OF GALAXIES (NON-ABELL)
759,0675471601,MOS1,S001,10.6,5.1,-22.5,RXCJ1931.6-3354,CLUSTER OF GALAXIES ABELL CLASS 1
760,0675471601,MOS2,S002,10.5,5.1,-22.5,RXCJ1931.6-3354,CLUSTER OF GALAXIES ABELL CLASS 1
761,0675471601,PN,S003,5.0,5.1,-22.5,RXCJ1931.6-3354,CLUSTER OF GALAXIES ABELL CLASS 1
762,0653280101,PN,S011,20.6,316.6,2.5,V842 Cen,CV CLASSICAL NOVA OSCILLATIONS
763,0740990101,MOS1,S001,21.1,18.3,1.7,HD167971,STAR O8I
764,0740990101,PN,S003,16.1,18.3,1.7,HD167971,STAR O8I
765,0791580401,MOS1,S002,17.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
766,0791580401,MOS2,S003,17.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
767,0143380101,MOS1,S002,41.9,328.4,0.2,G328.4+0.2,SNR CRAB-LIKE FILLED-CENTER
768,0143380101,MOS2,S003,42.9,328.4,0.2,G328.4+0.2,SNR CRAB-LIKE FILLED-CENTER
769,0691070401,MOS2,S002,8.8,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
770,0790630101,MOS1,S001,35.9,355.3,-31.9,PKS 2004-447,NL SEYFERT 1
771,0790630101,PN,S003,28.7,355.3,-31.9,PKS 2004-447,NL SEYFERT 1
772,0654480201,PN,S003,10.4,22.9,-0.2,G22.7-0.2-Q1,SUPERNOVA TYPE II
773,0653050801,MOS1,S007,60.3,341.4,-33.1,Abell 3667 NW Shock,CLUSTER OF GALAXIES ABELL CLASS 0
774,0653050801,PN,S009,46.6,341.4,-33.1,Abell 3667 NW Shock,CLUSTER OF GALAXIES ABELL CLASS 0
775,0724080101,MOS1,S001,38.0,356.2,33.0,2FGL J1544.5-1126,X-RAY BINARY
776,0724080101,MOS2,S002,38.3,356.2,33.0,2FGL J1544.5-1126,X-RAY BINARY
777,0152780201,MOS1,S001,37.6,327.4,2.2,4U 1538-522,HMXRB SUPERGIANT
778,0152780201,MOS2,S002,38.6,327.4,2.2,4U 1538-522,HMXRB SUPERGIANT
779,0152780201,PN,S003,30.8,327.4,2.2,4U 1538-522,HMXRB SUPERGIANT
780,0690680201,MOS1,S001,59.0,340.9,-35.2,Alpha Pav,STAR B3V
781,0690680201,MOS2,S002,60.5,340.9,-35.2,Alpha Pav,STAR B3V
782,0690680201,PN,S003,45.8,340.9,-35.2,Alpha Pav,STAR B3V
783,0085581201,MOS1,S001,5.7,5.1,-6.2,NOVA Sgr 1998,CV CLASSICAL NOVA
784,0085581201,MOS2,S002,5.5,5.1,-6.2,NOVA Sgr 1998,CV CLASSICAL NOVA
785,0112480201,MOS2,S003,16.3,355.3,14.4,oph_pos2,MOLECULAR CLOUD
786,0112480201,PN,S001,10.3,355.3,14.4,oph_pos2,MOLECULAR CLOUD
787,0743120101,MOS1,S001,15.7,5.0,-14.4,V1223 Sgr,CV INTERMEDIATE POLAR
788,0763090201,MOS1,S001,40.0,21.7,-35.7,Ceres,ASTEROID MAIN BELT OBJECT
789,0763090201,MOS2,S002,45.1,21.7,-35.7,Ceres,ASTEROID MAIN BELT OBJECT
790,0763090201,PN,S003,20.5,21.7,-35.7,Ceres,ASTEROID MAIN BELT OBJECT
791,0405640501,MOS1,S001,5.9,351.5,-0.4,IGR J17252-3616,HMXRB SUPERGIANT X-RAY PULSAR ECLIPSING
792,0695000401,MOS1,S001,9.0,350.3,0.8,src4_sj1717,X-RAY BINARY
793,0695000401,PN,S003,6.4,350.3,0.8,src4_sj1717,X-RAY BINARY
794,0748590135,PN,S003,5.4,355.4,-2.0,C2013 A1,COMET
795,0748590133,MOS1,S001,5.9,355.3,-2.1,C2013 A1,COMET
796,0748590133,MOS2,S002,5.8,355.3,-2.1,C2013 A1,COMET
797,0748590133,PN,S003,4.5,355.3,-2.1,C2013 A1,COMET
798,0763700401,MOS1,S001,16.8,350.7,-6.7,HD 162020,STAR K2V
799,0763700401,MOS2,S002,17.1,350.7,-6.7,HD 162020,STAR K2V
800,0763700401,PN,S003,11.0,350.7,-6.7,HD 162020,STAR K2V
801,0691070301,MOS1,S001,16.9,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
802,0691070301,MOS2,S002,17.0,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
803,0405390201,MOS2,S002,7.6,8.1,3.4,IGRJ17513-2011,UNIDENTIFIED
804,0671060201,MOS1,S001,13.5,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
805,0550190201,MOS1,S001,13.6,6.0,-4.6,V5115 Sgr (2005),CV CLASSICAL NOVA FAST
806,0741890201,MOS1,S001,28.6,28.4,5.9,NPS 2,X-RAY BACKGROUND
807,0741890201,PN,S003,18.8,28.4,5.9,NPS 2,X-RAY BACKGROUND
808,0553180101,PN,U002,35.1,341.4,-33.1,Abell 3667 NW Shock,CLUSTER OF GALAXIES ABELL CLASS 2
809,0720731001,MOS1,S001,18.5,21.4,1.3,PSR B1822-09,RADIO PULSAR
810,0720731001,MOS2,S002,19.4,21.4,1.3,PSR B1822-09,RADIO PULSAR
811,0744100201,MOS1,S001,22.3,347.7,-21.6,Abell S0808,CLUSTER OF GALAXIES ABELL CLASS 1
812,0744100201,MOS2,S002,22.3,347.7,-21.6,Abell S0808,CLUSTER OF GALAXIES ABELL CLASS 1
813,0744100201,PN,S003,18.7,347.7,-21.6,Abell S0808,CLUSTER OF GALAXIES ABELL CLASS 1
814,0770580201,MOS1,S001,33.8,24.9,12.2,Swift J1753.5-0127,LMXRB BLACK HOLE
815,0675010201,MOS1,S001,75.2,339.8,-37.1,SPT-CLJ2040-5726,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
816,0675010201,PN,S003,58.0,339.8,-37.1,SPT-CLJ2040-5726,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
817,0761940401,MOS1,S001,16.7,23.0,-1.4,IGR J18381-0924,HMXRB
818,0761940401,PN,S003,6.9,23.0,-1.4,IGR J18381-0924,HMXRB
819,0780790201,MOS1,S001,19.2,356.9,-24.1,ESO 338-IG 004,STARBURST GALAXY
820,0780790201,PN,S003,7.3,356.9,-24.1,ESO 338-IG 004,STARBURST GALAXY
821,0111120201,PN,S003,14.4,353.0,16.6,Rho Oph Core,MOLECULAR CLOUD
822,0504810201,MOS1,S003,48.6,315.7,-2.5,RCW 86 E,SNR SHELL
823,0504810201,PN,S005,29.9,315.7,-2.5,RCW 86 E,SNR SHELL
824,0674370101,PN,S003,51.3,334.8,-38.0,PLCK G334.8-38.0,CLUSTER OF GALAXIES
825,0405640401,MOS1,S001,5.6,351.5,-0.4,IGR J17252-3616,HMXRB SUPERGIANT X-RAY PULSAR ECLIPSING
826,0085280501,MOS1,S001,24.4,18.4,16.0,NGC6366,LMXRB GLOBULAR CLUSTER
827,0085280501,MOS2,S002,24.9,18.4,16.0,NGC6366,LMXRB GLOBULAR CLUSTER
828,0653050501,MOS1,S007,71.8,341.3,-33.1,Abell 3667 NW Shock,CLUSTER OF GALAXIES ABELL CLASS 0
829,0653050501,PN,S009,56.0,341.3,-33.1,Abell 3667 NW Shock,CLUSTER OF GALAXIES ABELL CLASS 0
830,0651460201,MOS1,S001,14.6,352.8,-35.5,NGC6909,ELLIPTICAL GALAXY
831,0748590132,MOS2,S002,5.9,355.2,-2.1,C2013 A1,COMET
832,0748590132,PN,S003,2.3,355.2,-2.1,C2013 A1,COMET
833,0022940201,MOS1,S001,47.1,336.0,-21.3,IRAS18325-5926,UNDEFINED
834,0022940201,MOS2,S008,45.9,336.0,-21.3,IRAS18325-5926,UNDEFINED
835,0303900301,MOS1,S002,25.2,338.6,11.9,RU Lup,T TAURI STAR
836,0303900301,MOS2,S004,25.3,338.6,11.9,RU Lup,T TAURI STAR
837,0303900301,PN,S003,18.9,338.6,11.9,RU Lup,T TAURI STAR
838,0119940201,MOS1,U009,15.7,355.4,-8.1,SAX J1808.4-3658,"LMXRB QPO, PULSAR AND BURSTS SOFT TRANSIENT"
839,0119940201,MOS2,S003,11.4,355.4,-8.1,SAX J1808.4-3658,"LMXRB QPO, PULSAR AND BURSTS SOFT TRANSIENT"
840,0111300101,MOS1,S001,20.3,8.8,-23.3,M 55,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
841,0111300101,MOS2,S002,20.4,8.8,-23.3,M 55,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
842,0111300101,PN,S003,18.4,8.8,-23.3,M 55,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC
843,0679380201,MOS1,S001,27.3,23.2,-0.3,SGR J1834.9-0846,GAMMA RAY BURSTS SOFT REPEATER
844,0679380201,MOS2,S002,27.3,23.2,-0.3,SGR J1834.9-0846,GAMMA RAY BURSTS SOFT REPEATER
845,0679380201,PN,S003,21.7,23.2,-0.3,SGR J1834.9-0846,GAMMA RAY BURSTS SOFT REPEATER
846,0677980101,MOS1,S001,26.7,5.5,16.5,Maxi J1659-152,X-RAY BINARY
847,0152833101,MOS1,S001,7.5,10.7,0.3,NXGPS_31,EXTENDED GALACTIC OR EXTRAGALACTIC
848,0152833101,MOS2,S002,7.7,10.7,0.3,NXGPS_31,EXTENDED GALACTIC OR EXTRAGALACTIC
849,0651870401,PN,S002,22.7,347.4,4.2,AK Sco,T TAURI STAR
850,0504010101,PN,U002,6.4,40.4,-3.3,vb 10,STAR M8Ve
851,0112410101,PN,S003,3.3,0.1,7.0,GRS 1716-249,LMXRB BURSTER
852,0650910201,MOS1,U002,7.6,4.5,16.3,CB68,PROTOSTAR OF TYPE 0
853,0135742601,MOS2,S002,4.7,7.0,0.3,XGPS_026,EXTENDED GALACTIC OR EXTRAGALACTIC
854,0135742601,PN,S003,3.3,7.0,0.3,XGPS_026,EXTENDED GALACTIC OR EXTRAGALACTIC
855,0085281001,MOS1,S001,12.0,18.4,16.0,NGC6366,LMXRB GLOBULAR CLUSTER
856,0085281001,MOS2,S002,12.0,18.4,16.0,NGC6366,LMXRB GLOBULAR CLUSTER
857,0085281001,PN,S003,8.5,18.4,16.0,NGC6366,LMXRB GLOBULAR CLUSTER
858,0401730201,MOS1,S001,36.4,23.0,28.9,Hercules A,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
859,0401730201,PN,S004,25.2,23.0,28.9,Hercules A,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
860,0724820101,MOS2,S002,98.6,336.0,-21.3,IRAS 18325-5926,SEYFERT RADIO QUIET TYPE 2
861,0692050101,MOS1,S001,102.7,315.8,0.2,PSR J1437-5959,RADIO PULSAR
862,0692050101,PN,S003,74.3,315.8,0.2,PSR J1437-5959,RADIO PULSAR
863,0720173801,MOS2,S002,43.3,38.3,-7.3,CoRoT 2a,STAR G7V
864,0720173801,PN,S003,38.0,38.3,-7.3,CoRoT 2a,STAR G7V
865,0694380101,MOS1,S001,52.2,353.5,-42.7,SPT-CLJ2109-4626,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
866,0694380101,MOS2,S002,55.8,353.5,-42.7,SPT-CLJ2109-4626,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
867,0694380101,PN,S003,36.9,353.5,-42.7,SPT-CLJ2109-4626,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
868,0404720201,PN,S003,22.6,13.7,-4.4,IC 4725,OPEN STAR CLUSTER
869,0165971701,MOS1,S001,8.7,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
870,0165971701,MOS2,S002,10.9,358.6,-17.2,RXJ1856.6-3754,ISOLATED NEUTRON STAR
871,0811213301,MOS1,S013,21.8,0.3,36.1,Fermi J1544-0649,COMET
872,0741890401,PN,S001,17.0,28.5,6.5,NPS 4,X-RAY BACKGROUND
873,0152833001,MOS1,S001,5.9,10.5,0.0,NXGPS_30,EXTENDED GALACTIC OR EXTRAGALACTIC
874,0152833001,MOS2,S002,5.7,10.5,0.0,NXGPS_30,EXTENDED GALACTIC OR EXTRAGALACTIC
875,0694530101,MOS1,S007,21.6,355.3,-31.8,PKS2004-447,NL SEYFERT 1 RADIO LOUD
876,0694530101,PN,S009,9.4,355.3,-31.8,PKS2004-447,NL SEYFERT 1 RADIO LOUD
877,0760080101,MOS1,S001,25.0,28.4,5.6,NPS 1A,DIFFUSE X-RAY EMISSION
878,0760080101,MOS2,S002,25.6,28.4,5.6,NPS 1A,DIFFUSE X-RAY EMISSION
879,0760080101,PN,S003,15.4,28.4,5.6,NPS 1A,DIFFUSE X-RAY EMISSION
880,0790660101,MOS1,S001,29.6,16.6,24.9,2FGL J1653.6-0159,GAMMA RAY SOURCE
881,0790660101,PN,S003,23.1,16.6,24.9,2FGL J1653.6-0159,GAMMA RAY SOURCE
882,0503320301,MOS1,S001,19.9,343.8,0.3,AX J165901-4208,UNIDENTIFIED
883,0503320301,PN,S003,15.8,343.8,0.3,AX J165901-4208,UNIDENTIFIED
884,0204690101,MOS1,S002,18.4,14.1,-11.9,V4743 SGR,CV CLASSICAL NOVA OSCILLATIONS
885,0204690101,MOS2,S003,19.0,14.1,-11.9,V4743 SGR,CV CLASSICAL NOVA OSCILLATIONS
886,0673080101,PN,S003,50.3,325.2,22.1,IC 4451,ELLIPTICAL GALAXY
887,0146310201,MOS1,S001,13.9,339.5,9.4,HR 6000,HERBIG AE/BE STAR
888,0146310201,MOS2,S002,13.9,339.5,9.4,HR 6000,HERBIG AE/BE STAR
889,0146310201,PN,S003,10.1,339.5,9.4,HR 6000,HERBIG AE/BE STAR
890,0303660101,MOS2,S002,14.4,4.7,29.2,HD146233,STAR G2V
891,0720731101,MOS1,S001,24.5,21.4,1.3,PSR B1822-09,RADIO PULSAR
892,0720731101,MOS2,S002,25.1,21.4,1.3,PSR B1822-09,RADIO PULSAR
893,0112480101,MOS1,S002,17.6,355.5,14.6,oph_pos1,MOLECULAR CLOUD
894,0112480101,MOS2,S003,17.7,355.5,14.6,oph_pos1,MOLECULAR CLOUD
895,0112480101,PN,S001,10.9,355.5,14.6,oph_pos1,MOLECULAR CLOUD
896,0077340101,MOS1,S001,30.3,327.6,14.6,SN 1006,SNR
897,0077340101,MOS2,S002,30.8,327.6,14.6,SN 1006,SNR
898,0077340101,PN,S003,21.7,327.6,14.6,SN 1006,SNR
899,0694070101,MOS1,S002,40.8,29.8,-0.7,IGR J18483-0311,HMXRB SUPERGIANT X-RAY PULSAR FLARES
900,0694070101,MOS2,S003,42.9,29.8,-0.7,IGR J18483-0311,HMXRB SUPERGIANT X-RAY PULSAR FLARES
901,0694070101,PN,S001,32.4,29.8,-0.7,IGR J18483-0311,HMXRB SUPERGIANT X-RAY PULSAR FLARES
902,0700381001,MOS1,S001,28.2,341.2,21.6,GRB120804A,GAMMA RAY SOURCE
903,0700381001,MOS2,S002,28.6,341.2,21.6,GRB120804A,GAMMA RAY SOURCE
904,0700381001,PN,S003,25.1,341.2,21.6,GRB120804A,GAMMA RAY SOURCE
905,0085580301,MOS1,S001,8.6,5.1,-6.2,NOVA Sgr 1998,CV CLASSICAL NOVA
906,0085580301,MOS2,S002,8.9,5.1,-6.2,NOVA Sgr 1998,CV CLASSICAL NOVA
907,0122700201,MOS1,S002,24.4,21.4,-1.0,G21.5-09 offset 1,SNR
908,0651630101,MOS1,S002,35.8,29.1,20.5,NPS-CX,X-RAY BACKGROUND
909,0651630101,PN,S001,29.6,29.1,20.5,NPS-CX,X-RAY BACKGROUND
910,0720731501,MOS1,S001,30.9,21.4,1.3,PSR B1822-09,RADIO PULSAR
